taxonID	identifier	bibliographicCitation	title	creator	date	description	type
148347		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
148368		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
148368		Shiel, R.; Smales, L.; Sterrer, W.; Duggan, I.C.; Pichelin, S.; Green, J.D. (2009). Phylum Gnathifera: lesser jaw worms, rotifers, thorny-headed worms, in: Gordon, D.P. (Ed.) (2009). New Zealand inventory of biodiversity: 1. Kingdom Animalia: Radiata, Lophotrochozoa, Deuterostomia. pp. 137-158.	Phylum Gnathifera: lesser jaw worms, rotifers, thorny-headed worms, New Zealand inventory of biodiversity: 1	Shiel, R.; Smales, L.; Sterrer, W.; Duggan, I. C.; Pichelin, S.; Green, J. D.	2009		additional source
148368		ITIS database	ITIS database				additional source
148369		Azémar, F.; Fiers, F.; Tackx, M. (2002). Zooplankton taxonomic list - taxa found from Bath to Gent (Schelde) during winter and spring 2002. Unpublished data.	Zooplankton taxonomic list - taxa found from Bath to Gent (Schelde) during winter and spring 2002. Unpublished data.	Azémar, F.; Fiers, F.; Tackx, M.	2002		basis of record
148369		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
159729		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
159729		ITIS database	ITIS database				additional source
159729		Linkletter, L. E. (1977). A checklist of marine fauna and flora of the Bay of Fundy. <em>Huntsman Marine Laboratory, St. Andrews, N.B.</em> 68: p.	A checklist of marine fauna and flora of the Bay of Fundy	Linkletter, L. E.	1977		additional source
159729		Gosner, K. L. (1978). A field guide to the Atlantic seashore. <em>Boston : Houghton Mifflin.</em> 329p.	A field guide to the Atlantic seashore	Gosner, K. L.	1978		basis of record
247963		Species composition of meso- and macrozooplankton of the Black Sea	Species composition of meso- and macrozooplankton of the Black Sea				basis of record
247963		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
247967		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
247967		Species composition of meso- and macrozooplankton of the Black Sea	Species composition of meso- and macrozooplankton of the Black Sea				basis of record
247968		Species composition of meso- and macrozooplankton of the Black Sea	Species composition of meso- and macrozooplankton of the Black Sea				basis of record
247968		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
247969		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		additional source
247969		Species composition of meso- and macrozooplankton of the Black Sea	Species composition of meso- and macrozooplankton of the Black Sea				basis of record
248010		Species composition of meso- and macrozooplankton of the Black Sea	Species composition of meso- and macrozooplankton of the Black Sea				additional source
248010		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
368568		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
368572		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
368572		Shiel, R.; Smales, L.; Sterrer, W.; Duggan, I.C.; Pichelin, S.; Green, J.D. (2009). Phylum Gnathifera: lesser jaw worms, rotifers, thorny-headed worms, in: Gordon, D.P. (Ed.) (2009). New Zealand inventory of biodiversity: 1. Kingdom Animalia: Radiata, Lophotrochozoa, Deuterostomia. pp. 137-158.	Phylum Gnathifera: lesser jaw worms, rotifers, thorny-headed worms, New Zealand inventory of biodiversity: 1	Shiel, R.; Smales, L.; Sterrer, W.; Duggan, I. C.; Pichelin, S.; Green, J. D.	2009		additional source
368572		Sørensen, M. V. 2009. Rotifera of the Gulf of Mexico, Pp. 533–537 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	Rotifera of the Gulf of Mexico,	Sørensen, M. V.	2009		additional source
368590		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
368595		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
431954		De Pauw, N., 1969. Contribution à l'étude du plancton dans le port d'Ostende. Biol. Jb. 37 : 186-262.	Contribution à l'étude du plancton dans le port d'Ostende. Biol. Jb. 37 : 186-262.	De Pauw, N.,	1969		basis of record
708467		Segers, H. 2007. Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Annotated checklist of the rotifers (Phylum Rotifera), with notes on nomenclature, taxonomy and distribution. (Zootaxa 1564). 104 pp.	Segers, H.	2007		basis of record
847465		Eloranta, P. (1988). Kellicottia bostoniensis (Rousselet), a planktonic rotifer species new to Finland. <em>Ann. Zool. Fennici.</em> 25: 249-252.	Kellicottia bostoniensis (Rousselet), a planktonic rotifer species new to Finland	Eloranta, P.	1988		basis of record
